fname,iD,length,label
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_469036.wav,469036,66,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_465675.wav,465675,62,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_465548.wav,465548,73,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_462139.wav,462139,54,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_449752.wav,449752,99,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_448655.wav,448655,64,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_431714.wav,431714,45,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_425906.wav,425906,18,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_425905.wav,425905,38,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_425904.wav,425904,38,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_425903.wav,425903,59,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_423323.wav,423323,31,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_409373.wav,409373,43,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_408383.wav,408383,47,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_407479.wav,407479,90,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_407397.wav,407397,75,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_405099.wav,405099,50,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_394233.wav,394233,52,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_390879.wav,390879,73,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_387471.wav,387471,64,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_383674.wav,383674,36,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_383673.wav,383673,56,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_383672.wav,383672,52,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_374395.wav,374395,85,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_371511.wav,371511,73,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_370477.wav,370477,60,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_367552.wav,367552,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_364921.wav,364921,66,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361635.wav,361635,52,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361481.wav,361481,16,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_352835.wav,352835,87,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_349810.wav,349810,38,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_349809.wav,349809,44,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_337807.wav,337807,36,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_337424.wav,337424,41,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_328402.wav,328402,89,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_327881.wav,327881,42,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_327880.wav,327880,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_322542.wav,322542,56,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_313810.wav,313810,60,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_313377.wav,313377,36,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_313375.wav,313375,43,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_313343.wav,313343,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_312476.wav,312476,38,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_306693.wav,306693,30,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_306104.wav,306104,91,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_306051.wav,306051,61,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_301684.wav,301684,88,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_295918.wav,295918,55,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_295916.wav,295916,59,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_290451.wav,290451,50,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284737.wav,284737,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284378.wav,284378,39,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284155.wav,284155,32,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284153.wav,284153,27,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_281735.wav,281735,15,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_281733.wav,281733,29,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_281732.wav,281732,56,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_276957.wav,276957,24,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_263969.wav,263969,69,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_240096.wav,240096,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_234475.wav,234475,68,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_234474.wav,234474,58,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_213464.wav,213464,68,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_211962.wav,211962,79,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_210267.wav,210267,28,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175663.wav,175663,20,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_172964.wav,172964,28,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_162221.wav,162221,32,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_145091.wav,145091,77,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_142698.wav,142698,68,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_133389.wav,133389,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_129217.wav,129217,62,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_128710.wav,128710,16,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_127302.wav,127302,33,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_101936.wav,101936,24,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_74972.wav,74972,42,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_48067.wav,48067,48,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_27154.wav,27154,65,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_544706.wav,544706,23,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_542755.wav,542755,49,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_537942.wav,537942,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_530561.wav,530561,32,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_527723.wav,527723,36,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_520602.wav,520602,41,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_513202.wav,513202,21,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_509462.wav,509462,50,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_503966.wav,503966,34,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_502035.wav,502035,19,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_495199.wav,495199,46,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_493403.wav,493403,86,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_488470.wav,488470,63,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_474427.wav,474427,28,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_468952.wav,468952,48,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_468951.wav,468951,46,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_463192.wav,463192,85,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_459033.wav,459033,30,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_455386.wav,455386,88,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_455102.wav,455102,15,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_454578.wav,454578,50,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_454511.wav,454511,24,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_453078.wav,453078,54,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_453077.wav,453077,96,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_452292.wav,452292,60,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_445795.wav,445795,23,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_442793.wav,442793,59,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_442791.wav,442791,30,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_408221.wav,408221,34,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_408220.wav,408220,28,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_404967.wav,404967,47,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_387368.wav,387368,67,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_378335.wav,378335,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_370707.wav,370707,38,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_367538.wav,367538,46,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_366693.wav,366693,58,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_365087.wav,365087,52,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361999.wav,361999,82,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361755.wav,361755,90,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361483.wav,361483,45,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_361482.wav,361482,32,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_358945.wav,358945,86,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_348333.wav,348333,16,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_321476.wav,321476,16,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_315191.wav,315191,12,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_314200.wav,314200,11,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_312822.wav,312822,58,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_311946.wav,311946,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_306858.wav,306858,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_298381.wav,298381,16,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_298112.wav,298112,19,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284736.wav,284736,33,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284154.wav,284154,19,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284151.wav,284151,23,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_284150.wav,284150,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_234593.wav,234593,30,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_211955.wav,211955,35,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_200099.wav,200099,37,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_199315.wav,199315,64,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_197290.wav,197290,22,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_197289.wav,197289,21,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_178948.wav,178948,71,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_177428.wav,177428,21,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175673.wav,175673,97,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175666.wav,175666,74,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175343.wav,175343,14,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175171.wav,175171,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_175164.wav,175164,10,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_172783.wav,172783,61,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_172587.wav,172587,26,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_165720.wav,165720,27,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_160398.wav,160398,48,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_159854.wav,159854,34,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_158905.wav,158905,50,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_118345.wav,118345,88,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_112899.wav,112899,33,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_101496.wav,101496,41,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_99077.wav,99077,43,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_84829.wav,84829,48,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_78343.wav,78343,63,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_70242.wav,70242,32,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_66294.wav,66294,35,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_53097.wav,53097,48,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_46592.wav,46592,98,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_40650.wav,40650,73,0
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_27996.wav,27996,56,0
audiodata/wav/linaria_cannabina/linaria_cannabina_535736.wav,535736,81,1
audiodata/wav/linaria_cannabina/linaria_cannabina_535489.wav,535489,19,1
audiodata/wav/linaria_cannabina/linaria_cannabina_535488.wav,535488,25,1
audiodata/wav/linaria_cannabina/linaria_cannabina_530886.wav,530886,21,1
audiodata/wav/linaria_cannabina/linaria_cannabina_511533.wav,511533,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_510681.wav,510681,35,1
audiodata/wav/linaria_cannabina/linaria_cannabina_510680.wav,510680,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_502399.wav,502399,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_502397.wav,502397,18,1
audiodata/wav/linaria_cannabina/linaria_cannabina_500408.wav,500408,72,1
audiodata/wav/linaria_cannabina/linaria_cannabina_500322.wav,500322,74,1
audiodata/wav/linaria_cannabina/linaria_cannabina_484879.wav,484879,31,1
audiodata/wav/linaria_cannabina/linaria_cannabina_483247.wav,483247,51,1
audiodata/wav/linaria_cannabina/linaria_cannabina_481813.wav,481813,46,1
audiodata/wav/linaria_cannabina/linaria_cannabina_480882.wav,480882,11,1
audiodata/wav/linaria_cannabina/linaria_cannabina_477710.wav,477710,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_468812.wav,468812,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_467969.wav,467969,88,1
audiodata/wav/linaria_cannabina/linaria_cannabina_466873.wav,466873,38,1
audiodata/wav/linaria_cannabina/linaria_cannabina_463436.wav,463436,30,1
audiodata/wav/linaria_cannabina/linaria_cannabina_462857.wav,462857,87,1
audiodata/wav/linaria_cannabina/linaria_cannabina_454166.wav,454166,74,1
audiodata/wav/linaria_cannabina/linaria_cannabina_454160.wav,454160,55,1
audiodata/wav/linaria_cannabina/linaria_cannabina_454158.wav,454158,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_451401.wav,451401,24,1
audiodata/wav/linaria_cannabina/linaria_cannabina_451400.wav,451400,30,1
audiodata/wav/linaria_cannabina/linaria_cannabina_448965.wav,448965,88,1
audiodata/wav/linaria_cannabina/linaria_cannabina_446578.wav,446578,84,1
audiodata/wav/linaria_cannabina/linaria_cannabina_446577.wav,446577,30,1
audiodata/wav/linaria_cannabina/linaria_cannabina_445591.wav,445591,14,1
audiodata/wav/linaria_cannabina/linaria_cannabina_445590.wav,445590,26,1
audiodata/wav/linaria_cannabina/linaria_cannabina_438418.wav,438418,49,1
audiodata/wav/linaria_cannabina/linaria_cannabina_431210.wav,431210,10,1
audiodata/wav/linaria_cannabina/linaria_cannabina_402261.wav,402261,98,1
audiodata/wav/linaria_cannabina/linaria_cannabina_386479.wav,386479,41,1
audiodata/wav/linaria_cannabina/linaria_cannabina_374938.wav,374938,75,1
audiodata/wav/linaria_cannabina/linaria_cannabina_367061.wav,367061,74,1
audiodata/wav/linaria_cannabina/linaria_cannabina_358327.wav,358327,40,1
audiodata/wav/linaria_cannabina/linaria_cannabina_350452.wav,350452,35,1
audiodata/wav/linaria_cannabina/linaria_cannabina_326642.wav,326642,89,1
audiodata/wav/linaria_cannabina/linaria_cannabina_315116.wav,315116,52,1
audiodata/wav/linaria_cannabina/linaria_cannabina_310040.wav,310040,45,1
audiodata/wav/linaria_cannabina/linaria_cannabina_292580.wav,292580,90,1
audiodata/wav/linaria_cannabina/linaria_cannabina_281786.wav,281786,95,1
audiodata/wav/linaria_cannabina/linaria_cannabina_281785.wav,281785,73,1
audiodata/wav/linaria_cannabina/linaria_cannabina_270313.wav,270313,29,1
audiodata/wav/linaria_cannabina/linaria_cannabina_270311.wav,270311,40,1
audiodata/wav/linaria_cannabina/linaria_cannabina_237257.wav,237257,43,1
audiodata/wav/linaria_cannabina/linaria_cannabina_234546.wav,234546,65,1
audiodata/wav/linaria_cannabina/linaria_cannabina_196251.wav,196251,52,1
audiodata/wav/linaria_cannabina/linaria_cannabina_188736.wav,188736,50,1
audiodata/wav/linaria_cannabina/linaria_cannabina_187901.wav,187901,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_187838.wav,187838,33,1
audiodata/wav/linaria_cannabina/linaria_cannabina_187100.wav,187100,17,1
audiodata/wav/linaria_cannabina/linaria_cannabina_181118.wav,181118,71,1
audiodata/wav/linaria_cannabina/linaria_cannabina_169474.wav,169474,37,1
audiodata/wav/linaria_cannabina/linaria_cannabina_161922.wav,161922,33,1
audiodata/wav/linaria_cannabina/linaria_cannabina_145535.wav,145535,29,1
audiodata/wav/linaria_cannabina/linaria_cannabina_142417.wav,142417,35,1
audiodata/wav/linaria_cannabina/linaria_cannabina_139168.wav,139168,52,1
audiodata/wav/linaria_cannabina/linaria_cannabina_127550.wav,127550,55,1
audiodata/wav/linaria_cannabina/linaria_cannabina_120709.wav,120709,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_120708.wav,120708,34,1
audiodata/wav/linaria_cannabina/linaria_cannabina_107148.wav,107148,93,1
audiodata/wav/linaria_cannabina/linaria_cannabina_101996.wav,101996,50,1
audiodata/wav/linaria_cannabina/linaria_cannabina_101116.wav,101116,85,1
audiodata/wav/linaria_cannabina/linaria_cannabina_101114.wav,101114,18,1
audiodata/wav/linaria_cannabina/linaria_cannabina_84075.wav,84075,54,1
audiodata/wav/linaria_cannabina/linaria_cannabina_80723.wav,80723,70,1
audiodata/wav/linaria_cannabina/linaria_cannabina_76854.wav,76854,38,1
audiodata/wav/linaria_cannabina/linaria_cannabina_76853.wav,76853,25,1
audiodata/wav/linaria_cannabina/linaria_cannabina_76100.wav,76100,23,1
audiodata/wav/linaria_cannabina/linaria_cannabina_72608.wav,72608,39,1
audiodata/wav/linaria_cannabina/linaria_cannabina_35034.wav,35034,17,1
audiodata/wav/linaria_cannabina/linaria_cannabina_32832.wav,32832,40,1
audiodata/wav/linaria_cannabina/linaria_cannabina_540780.wav,540780,23,1
audiodata/wav/linaria_cannabina/linaria_cannabina_539552.wav,539552,59,1
audiodata/wav/linaria_cannabina/linaria_cannabina_522350.wav,522350,42,1
audiodata/wav/linaria_cannabina/linaria_cannabina_508555.wav,508555,15,1
audiodata/wav/linaria_cannabina/linaria_cannabina_496046.wav,496046,31,1
audiodata/wav/linaria_cannabina/linaria_cannabina_495432.wav,495432,25,1
audiodata/wav/linaria_cannabina/linaria_cannabina_494895.wav,494895,11,1
audiodata/wav/linaria_cannabina/linaria_cannabina_491709.wav,491709,99,1
audiodata/wav/linaria_cannabina/linaria_cannabina_489909.wav,489909,11,1
audiodata/wav/linaria_cannabina/linaria_cannabina_484446.wav,484446,46,1
audiodata/wav/linaria_cannabina/linaria_cannabina_480577.wav,480577,54,1
audiodata/wav/linaria_cannabina/linaria_cannabina_477825.wav,477825,64,1
audiodata/wav/linaria_cannabina/linaria_cannabina_477418.wav,477418,53,1
audiodata/wav/linaria_cannabina/linaria_cannabina_476396.wav,476396,59,1
audiodata/wav/linaria_cannabina/linaria_cannabina_474908.wav,474908,59,1
audiodata/wav/linaria_cannabina/linaria_cannabina_470638.wav,470638,54,1
audiodata/wav/linaria_cannabina/linaria_cannabina_470637.wav,470637,46,1
audiodata/wav/linaria_cannabina/linaria_cannabina_467854.wav,467854,88,1
audiodata/wav/linaria_cannabina/linaria_cannabina_466136.wav,466136,81,1
audiodata/wav/linaria_cannabina/linaria_cannabina_465070.wav,465070,92,1
audiodata/wav/linaria_cannabina/linaria_cannabina_464914.wav,464914,64,1
audiodata/wav/linaria_cannabina/linaria_cannabina_464910.wav,464910,92,1
audiodata/wav/linaria_cannabina/linaria_cannabina_464681.wav,464681,79,1
audiodata/wav/linaria_cannabina/linaria_cannabina_463825.wav,463825,41,1
audiodata/wav/linaria_cannabina/linaria_cannabina_433269.wav,433269,17,1
audiodata/wav/linaria_cannabina/linaria_cannabina_424924.wav,424924,82,1
audiodata/wav/linaria_cannabina/linaria_cannabina_421878.wav,421878,35,1
audiodata/wav/linaria_cannabina/linaria_cannabina_421682.wav,421682,67,1
audiodata/wav/linaria_cannabina/linaria_cannabina_417959.wav,417959,26,1
audiodata/wav/linaria_cannabina/linaria_cannabina_414910.wav,414910,75,1
audiodata/wav/linaria_cannabina/linaria_cannabina_410551.wav,410551,45,1
audiodata/wav/linaria_cannabina/linaria_cannabina_385177.wav,385177,49,1
audiodata/wav/linaria_cannabina/linaria_cannabina_383268.wav,383268,19,1
audiodata/wav/linaria_cannabina/linaria_cannabina_383267.wav,383267,97,1
audiodata/wav/linaria_cannabina/linaria_cannabina_379160.wav,379160,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_378213.wav,378213,11,1
audiodata/wav/linaria_cannabina/linaria_cannabina_377942.wav,377942,14,1
audiodata/wav/linaria_cannabina/linaria_cannabina_377940.wav,377940,89,1
audiodata/wav/linaria_cannabina/linaria_cannabina_376170.wav,376170,58,1
audiodata/wav/linaria_cannabina/linaria_cannabina_372934.wav,372934,56,1
audiodata/wav/linaria_cannabina/linaria_cannabina_372933.wav,372933,18,1
audiodata/wav/linaria_cannabina/linaria_cannabina_365618.wav,365618,25,1
audiodata/wav/linaria_cannabina/linaria_cannabina_365611.wav,365611,49,1
audiodata/wav/linaria_cannabina/linaria_cannabina_365474.wav,365474,31,1
audiodata/wav/linaria_cannabina/linaria_cannabina_364927.wav,364927,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_362278.wav,362278,61,1
audiodata/wav/linaria_cannabina/linaria_cannabina_359327.wav,359327,44,1
audiodata/wav/linaria_cannabina/linaria_cannabina_350709.wav,350709,12,1
audiodata/wav/linaria_cannabina/linaria_cannabina_341510.wav,341510,90,1
audiodata/wav/linaria_cannabina/linaria_cannabina_319990.wav,319990,19,1
audiodata/wav/linaria_cannabina/linaria_cannabina_312631.wav,312631,58,1
audiodata/wav/linaria_cannabina/linaria_cannabina_306241.wav,306241,31,1
audiodata/wav/linaria_cannabina/linaria_cannabina_306240.wav,306240,30,1
audiodata/wav/linaria_cannabina/linaria_cannabina_293295.wav,293295,78,1
audiodata/wav/linaria_cannabina/linaria_cannabina_283516.wav,283516,12,1
audiodata/wav/linaria_cannabina/linaria_cannabina_278438.wav,278438,48,1
audiodata/wav/linaria_cannabina/linaria_cannabina_278022.wav,278022,26,1
audiodata/wav/linaria_cannabina/linaria_cannabina_270081.wav,270081,64,1
audiodata/wav/linaria_cannabina/linaria_cannabina_265202.wav,265202,10,1
audiodata/wav/linaria_cannabina/linaria_cannabina_260239.wav,260239,36,1
audiodata/wav/linaria_cannabina/linaria_cannabina_247460.wav,247460,62,1
audiodata/wav/linaria_cannabina/linaria_cannabina_239368.wav,239368,63,1
audiodata/wav/linaria_cannabina/linaria_cannabina_235501.wav,235501,85,1
audiodata/wav/linaria_cannabina/linaria_cannabina_234716.wav,234716,27,1
audiodata/wav/linaria_cannabina/linaria_cannabina_216423.wav,216423,29,1
