iD,quality,length,country,url,birdName
543800,A,36,Sweden,www.xeno-canto.org/543800/download,Sturnus vulgaris
542770,A,44,Poland,www.xeno-canto.org/542770/download,Sturnus vulgaris
539510,A,90,Ukraine,www.xeno-canto.org/539510/download,Sturnus vulgaris
539508,A,150,Ukraine,www.xeno-canto.org/539508/download,Sturnus vulgaris
539507,A,83,Ukraine,www.xeno-canto.org/539507/download,Sturnus vulgaris
539506,A,26,Ukraine,www.xeno-canto.org/539506/download,Sturnus vulgaris
539505,A,25,Ukraine,www.xeno-canto.org/539505/download,Sturnus vulgaris
539504,A,119,Ukraine,www.xeno-canto.org/539504/download,Sturnus vulgaris
539503,A,213,Ukraine,www.xeno-canto.org/539503/download,Sturnus vulgaris
539499,A,89,Ukraine,www.xeno-canto.org/539499/download,Sturnus vulgaris
539498,A,21,Ukraine,www.xeno-canto.org/539498/download,Sturnus vulgaris
539496,A,76,Ukraine,www.xeno-canto.org/539496/download,Sturnus vulgaris
539493,A,126,Ukraine,www.xeno-canto.org/539493/download,Sturnus vulgaris
539492,A,68,Ukraine,www.xeno-canto.org/539492/download,Sturnus vulgaris
539491,A,129,Ukraine,www.xeno-canto.org/539491/download,Sturnus vulgaris
539490,A,72,Ukraine,www.xeno-canto.org/539490/download,Sturnus vulgaris
539489,A,65,Ukraine,www.xeno-canto.org/539489/download,Sturnus vulgaris
539487,A,185,Ukraine,www.xeno-canto.org/539487/download,Sturnus vulgaris
539486,A,21,Ukraine,www.xeno-canto.org/539486/download,Sturnus vulgaris
539485,A,9,Ukraine,www.xeno-canto.org/539485/download,Sturnus vulgaris
538655,A,61,France,www.xeno-canto.org/538655/download,Sturnus vulgaris
538569,A,41,Poland,www.xeno-canto.org/538569/download,Sturnus vulgaris
538566,A,41,Poland,www.xeno-canto.org/538566/download,Sturnus vulgaris
538407,A,90,France,www.xeno-canto.org/538407/download,Sturnus vulgaris
537230,A,71,France,www.xeno-canto.org/537230/download,Sturnus vulgaris
535729,A,87,Ukraine,www.xeno-canto.org/535729/download,Sturnus vulgaris
535728,A,16,Ukraine,www.xeno-canto.org/535728/download,Sturnus vulgaris
535727,A,39,Ukraine,www.xeno-canto.org/535727/download,Sturnus vulgaris
535693,A,292,France,www.xeno-canto.org/535693/download,Sturnus vulgaris
535690,A,59,France,www.xeno-canto.org/535690/download,Sturnus vulgaris
528439,A,179,Germany,www.xeno-canto.org/528439/download,Sturnus vulgaris
523649,A,60,Mexico,www.xeno-canto.org/523649/download,Sturnus vulgaris
522464,A,130,Italy,www.xeno-canto.org/522464/download,Sturnus vulgaris
522371,A,147,Australia,www.xeno-canto.org/522371/download,Sturnus vulgaris
521385,A,93,South Africa,www.xeno-canto.org/521385/download,Sturnus vulgaris
517808,A,126,United States,www.xeno-canto.org/517808/download,Sturnus vulgaris
516954,A,13,France,www.xeno-canto.org/516954/download,Sturnus vulgaris
516336,A,125,France,www.xeno-canto.org/516336/download,Sturnus vulgaris
516334,A,133,France,www.xeno-canto.org/516334/download,Sturnus vulgaris
512130,A,39,Spain,www.xeno-canto.org/512130/download,Sturnus vulgaris
503965,A,28,France,www.xeno-canto.org/503965/download,Sturnus vulgaris
502019,A,19,United Kingdom,www.xeno-canto.org/502019/download,Sturnus vulgaris
500625,A,464,France,www.xeno-canto.org/500625/download,Sturnus vulgaris
480997,A,173,Netherlands,www.xeno-canto.org/480997/download,Sturnus vulgaris
480642,A,104,Azerbaijan,www.xeno-canto.org/480642/download,Sturnus vulgaris
480641,A,144,Azerbaijan,www.xeno-canto.org/480641/download,Sturnus vulgaris
480640,A,46,Azerbaijan,www.xeno-canto.org/480640/download,Sturnus vulgaris
478879,A,92,Poland,www.xeno-canto.org/478879/download,Sturnus vulgaris
473153,A,281,Germany,www.xeno-canto.org/473153/download,Sturnus vulgaris
469036,A,66,United Kingdom,www.xeno-canto.org/469036/download,Sturnus vulgaris
466208,A,151,Norway,www.xeno-canto.org/466208/download,Sturnus vulgaris
466202,A,195,Norway,www.xeno-canto.org/466202/download,Sturnus vulgaris
466075,A,265,Germany,www.xeno-canto.org/466075/download,Sturnus vulgaris
465675,A,62,Germany,www.xeno-canto.org/465675/download,Sturnus vulgaris
465548,A,73,Italy,www.xeno-canto.org/465548/download,Sturnus vulgaris
464683,A,284,Germany,www.xeno-canto.org/464683/download,Sturnus vulgaris
463564,A,251,Poland,www.xeno-canto.org/463564/download,Sturnus vulgaris
463131,A,206,Netherlands,www.xeno-canto.org/463131/download,Sturnus vulgaris
462139,A,54,Poland,www.xeno-canto.org/462139/download,Sturnus vulgaris
459035,A,107,Poland,www.xeno-canto.org/459035/download,Sturnus vulgaris
459032,A,223,Poland,www.xeno-canto.org/459032/download,Sturnus vulgaris
449752,A,99,Sweden,www.xeno-canto.org/449752/download,Sturnus vulgaris
448655,A,64,Sweden,www.xeno-canto.org/448655/download,Sturnus vulgaris
431714,A,45,France,www.xeno-canto.org/431714/download,Sturnus vulgaris
425906,A,18,Norway,www.xeno-canto.org/425906/download,Sturnus vulgaris
425905,A,38,Norway,www.xeno-canto.org/425905/download,Sturnus vulgaris
425904,A,38,Norway,www.xeno-canto.org/425904/download,Sturnus vulgaris
425903,A,59,Norway,www.xeno-canto.org/425903/download,Sturnus vulgaris
423323,A,31,United States,www.xeno-canto.org/423323/download,Sturnus vulgaris
410571,A,121,Finland,www.xeno-canto.org/410571/download,Sturnus vulgaris
409373,A,43,Ukraine,www.xeno-canto.org/409373/download,Sturnus vulgaris
408383,A,47,Switzerland,www.xeno-canto.org/408383/download,Sturnus vulgaris
407480,A,122,Ukraine,www.xeno-canto.org/407480/download,Sturnus vulgaris
407479,A,90,Ukraine,www.xeno-canto.org/407479/download,Sturnus vulgaris
407397,A,75,United States,www.xeno-canto.org/407397/download,Sturnus vulgaris
405099,A,50,Netherlands,www.xeno-canto.org/405099/download,Sturnus vulgaris
394233,A,52,Italy,www.xeno-canto.org/394233/download,Sturnus vulgaris
390879,A,73,Norway,www.xeno-canto.org/390879/download,Sturnus vulgaris
387471,A,64,France,www.xeno-canto.org/387471/download,Sturnus vulgaris
384443,A,317,France,www.xeno-canto.org/384443/download,Sturnus vulgaris
384314,A,161,United States,www.xeno-canto.org/384314/download,Sturnus vulgaris
383674,A,36,Norway,www.xeno-canto.org/383674/download,Sturnus vulgaris
383673,A,56,Norway,www.xeno-canto.org/383673/download,Sturnus vulgaris
383672,A,52,Norway,www.xeno-canto.org/383672/download,Sturnus vulgaris
375032,A,517,Russian Federation,www.xeno-canto.org/375032/download,Sturnus vulgaris
375018,A,114,Russian Federation,www.xeno-canto.org/375018/download,Sturnus vulgaris
375017,A,344,Russian Federation,www.xeno-canto.org/375017/download,Sturnus vulgaris
374762,A,113,France,www.xeno-canto.org/374762/download,Sturnus vulgaris
374761,A,128,France,www.xeno-canto.org/374761/download,Sturnus vulgaris
374395,A,85,Romania,www.xeno-canto.org/374395/download,Sturnus vulgaris
371511,A,73,Sweden,www.xeno-canto.org/371511/download,Sturnus vulgaris
370477,A,60,South Africa,www.xeno-canto.org/370477/download,Sturnus vulgaris
368361,A,195,Sweden,www.xeno-canto.org/368361/download,Sturnus vulgaris
367552,A,22,Norway,www.xeno-canto.org/367552/download,Sturnus vulgaris
366279,A,145,Estonia,www.xeno-canto.org/366279/download,Sturnus vulgaris
364921,A,66,Ukraine,www.xeno-canto.org/364921/download,Sturnus vulgaris
361635,A,52,Norway,www.xeno-canto.org/361635/download,Sturnus vulgaris
361481,A,16,United States,www.xeno-canto.org/361481/download,Sturnus vulgaris
361388,A,189,Norway,www.xeno-canto.org/361388/download,Sturnus vulgaris
357712,A,257,Germany,www.xeno-canto.org/357712/download,Sturnus vulgaris
352835,A,87,Ireland,www.xeno-canto.org/352835/download,Sturnus vulgaris
349810,A,38,Finland,www.xeno-canto.org/349810/download,Sturnus vulgaris
349809,A,44,Finland,www.xeno-canto.org/349809/download,Sturnus vulgaris
337807,A,36,France,www.xeno-canto.org/337807/download,Sturnus vulgaris
337424,A,41,France,www.xeno-canto.org/337424/download,Sturnus vulgaris
328402,A,89,Poland,www.xeno-canto.org/328402/download,Sturnus vulgaris
327882,A,222,Poland,www.xeno-canto.org/327882/download,Sturnus vulgaris
327881,A,42,Poland,www.xeno-canto.org/327881/download,Sturnus vulgaris
327880,A,22,Poland,www.xeno-canto.org/327880/download,Sturnus vulgaris
322542,A,56,Denmark,www.xeno-canto.org/322542/download,Sturnus vulgaris
318220,A,273,Denmark,www.xeno-canto.org/318220/download,Sturnus vulgaris
313810,A,60,Norway,www.xeno-canto.org/313810/download,Sturnus vulgaris
313582,A,178,Norway,www.xeno-canto.org/313582/download,Sturnus vulgaris
313377,A,36,Latvia,www.xeno-canto.org/313377/download,Sturnus vulgaris
313375,A,43,Latvia,www.xeno-canto.org/313375/download,Sturnus vulgaris
313343,A,10,Russian Federation,www.xeno-canto.org/313343/download,Sturnus vulgaris
312476,A,38,Estonia,www.xeno-canto.org/312476/download,Sturnus vulgaris
310358,A,2354,Sweden,www.xeno-canto.org/310358/download,Sturnus vulgaris
310084,A,147,Finland,www.xeno-canto.org/310084/download,Sturnus vulgaris
306784,A,104,United States,www.xeno-canto.org/306784/download,Sturnus vulgaris
306693,A,30,Germany,www.xeno-canto.org/306693/download,Sturnus vulgaris
306105,A,180,Ukraine,www.xeno-canto.org/306105/download,Sturnus vulgaris
306104,A,91,Ukraine,www.xeno-canto.org/306104/download,Sturnus vulgaris
306095,A,100,Ukraine,www.xeno-canto.org/306095/download,Sturnus vulgaris
306051,A,61,Ukraine,www.xeno-canto.org/306051/download,Sturnus vulgaris
306050,A,112,Ukraine,www.xeno-canto.org/306050/download,Sturnus vulgaris
301684,A,88,United States,www.xeno-canto.org/301684/download,Sturnus vulgaris
295918,A,55,Finland,www.xeno-canto.org/295918/download,Sturnus vulgaris
295916,A,59,Finland,www.xeno-canto.org/295916/download,Sturnus vulgaris
290451,A,50,Sweden,www.xeno-canto.org/290451/download,Sturnus vulgaris
284737,A,22,Finland,www.xeno-canto.org/284737/download,Sturnus vulgaris
284735,A,8,Finland,www.xeno-canto.org/284735/download,Sturnus vulgaris
284734,A,6,Finland,www.xeno-canto.org/284734/download,Sturnus vulgaris
284378,A,39,Australia,www.xeno-canto.org/284378/download,Sturnus vulgaris
284155,A,32,Finland,www.xeno-canto.org/284155/download,Sturnus vulgaris
284153,A,27,Finland,www.xeno-canto.org/284153/download,Sturnus vulgaris
281735,A,15,Belgium,www.xeno-canto.org/281735/download,Sturnus vulgaris
281734,A,137,Belgium,www.xeno-canto.org/281734/download,Sturnus vulgaris
281733,A,29,Belgium,www.xeno-canto.org/281733/download,Sturnus vulgaris
281732,A,56,Belgium,www.xeno-canto.org/281732/download,Sturnus vulgaris
276957,A,24,Germany,www.xeno-canto.org/276957/download,Sturnus vulgaris
267469,A,282,Germany,www.xeno-canto.org/267469/download,Sturnus vulgaris
263969,A,69,Norway,www.xeno-canto.org/263969/download,Sturnus vulgaris
240096,A,10,Germany,www.xeno-canto.org/240096/download,Sturnus vulgaris
237261,A,154,Sweden,www.xeno-canto.org/237261/download,Sturnus vulgaris
213464,A,68,Finland,www.xeno-canto.org/213464/download,Sturnus vulgaris
211962,A,79,Sweden,www.xeno-canto.org/211962/download,Sturnus vulgaris
211207,A,136,Estonia,www.xeno-canto.org/211207/download,Sturnus vulgaris
210817,A,142,Hungary,www.xeno-canto.org/210817/download,Sturnus vulgaris
210267,A,28,Norway,www.xeno-canto.org/210267/download,Sturnus vulgaris
208991,A,233,Spain,www.xeno-canto.org/208991/download,Sturnus vulgaris
175663,A,20,Russian Federation,www.xeno-canto.org/175663/download,Sturnus vulgaris
172964,A,28,Poland,www.xeno-canto.org/172964/download,Sturnus vulgaris
172070,A,502,Netherlands,www.xeno-canto.org/172070/download,Sturnus vulgaris
162221,A,32,France,www.xeno-canto.org/162221/download,Sturnus vulgaris
154374,A,236,Norway,www.xeno-canto.org/154374/download,Sturnus vulgaris
153791,A,202,Poland,www.xeno-canto.org/153791/download,Sturnus vulgaris
145091,A,77,Kazakhstan,www.xeno-canto.org/145091/download,Sturnus vulgaris
142698,A,68,France,www.xeno-canto.org/142698/download,Sturnus vulgaris
133389,A,22,Poland,www.xeno-canto.org/133389/download,Sturnus vulgaris
130063,A,226,Poland,www.xeno-canto.org/130063/download,Sturnus vulgaris
129217,A,62,Poland,www.xeno-canto.org/129217/download,Sturnus vulgaris
128710,A,16,Germany,www.xeno-canto.org/128710/download,Sturnus vulgaris
127302,A,33,Norway,www.xeno-canto.org/127302/download,Sturnus vulgaris
120966,A,266,Poland,www.xeno-canto.org/120966/download,Sturnus vulgaris
110356,A,128,Sweden,www.xeno-canto.org/110356/download,Sturnus vulgaris
101936,A,24,United Kingdom,www.xeno-canto.org/101936/download,Sturnus vulgaris
100963,A,6,Poland,www.xeno-canto.org/100963/download,Sturnus vulgaris
100962,A,189,Poland,www.xeno-canto.org/100962/download,Sturnus vulgaris
74972,A,42,Germany,www.xeno-canto.org/74972/download,Sturnus vulgaris
48067,A,48,Argentina,www.xeno-canto.org/48067/download,Sturnus vulgaris
42698,A,179,United Kingdom,www.xeno-canto.org/42698/download,Sturnus vulgaris
27154,A,65,Sweden,www.xeno-canto.org/27154/download,Sturnus vulgaris
548108,B,22,Poland,www.xeno-canto.org/548108/download,Sturnus vulgaris
547259,B,16,Poland,www.xeno-canto.org/547259/download,Sturnus vulgaris
544706,B,23,United Kingdom,www.xeno-canto.org/544706/download,Sturnus vulgaris
542755,B,49,France,www.xeno-canto.org/542755/download,Sturnus vulgaris
539948,B,167,Germany,www.xeno-canto.org/539948/download,Sturnus vulgaris
539051,B,209,Russian Federation,www.xeno-canto.org/539051/download,Sturnus vulgaris
537942,B,22,Poland,www.xeno-canto.org/537942/download,Sturnus vulgaris
530561,B,32,Poland,www.xeno-canto.org/530561/download,Sturnus vulgaris
527723,B,36,France,www.xeno-canto.org/527723/download,Sturnus vulgaris
520602,B,41,United Kingdom,www.xeno-canto.org/520602/download,Sturnus vulgaris
513202,B,21,Italy,www.xeno-canto.org/513202/download,Sturnus vulgaris
509462,B,50,France,www.xeno-canto.org/509462/download,Sturnus vulgaris
503966,B,34,France,www.xeno-canto.org/503966/download,Sturnus vulgaris
502035,B,19,Finland,www.xeno-canto.org/502035/download,Sturnus vulgaris
497785,B,122,France,www.xeno-canto.org/497785/download,Sturnus vulgaris
495199,B,46,United States,www.xeno-canto.org/495199/download,Sturnus vulgaris
493403,B,86,France,www.xeno-canto.org/493403/download,Sturnus vulgaris
488470,B,63,Portugal,www.xeno-canto.org/488470/download,Sturnus vulgaris
474427,B,28,France,www.xeno-canto.org/474427/download,Sturnus vulgaris
468952,B,48,Germany,www.xeno-canto.org/468952/download,Sturnus vulgaris
468951,B,46,Germany,www.xeno-canto.org/468951/download,Sturnus vulgaris
467741,B,3552,Germany,www.xeno-canto.org/467741/download,Sturnus vulgaris
467390,B,458,Poland,www.xeno-canto.org/467390/download,Sturnus vulgaris
466448,B,720,Germany,www.xeno-canto.org/466448/download,Sturnus vulgaris
463192,B,85,Poland,www.xeno-canto.org/463192/download,Sturnus vulgaris
461961,B,145,Germany,www.xeno-canto.org/461961/download,Sturnus vulgaris
461960,B,255,Germany,www.xeno-canto.org/461960/download,Sturnus vulgaris
459033,B,30,United Kingdom,www.xeno-canto.org/459033/download,Sturnus vulgaris
457007,B,496,United States,www.xeno-canto.org/457007/download,Sturnus vulgaris
455386,B,88,Portugal,www.xeno-canto.org/455386/download,Sturnus vulgaris
455102,B,15,Iceland,www.xeno-canto.org/455102/download,Sturnus vulgaris
454578,B,50,United Kingdom,www.xeno-canto.org/454578/download,Sturnus vulgaris
454511,B,24,Netherlands,www.xeno-canto.org/454511/download,Sturnus vulgaris
453078,B,54,United States,www.xeno-canto.org/453078/download,Sturnus vulgaris
453077,B,96,United States,www.xeno-canto.org/453077/download,Sturnus vulgaris
452777,B,143,United States,www.xeno-canto.org/452777/download,Sturnus vulgaris
452776,B,199,United States,www.xeno-canto.org/452776/download,Sturnus vulgaris
452292,B,60,United Kingdom,www.xeno-canto.org/452292/download,Sturnus vulgaris
448436,B,124,France,www.xeno-canto.org/448436/download,Sturnus vulgaris
445795,B,23,United States,www.xeno-canto.org/445795/download,Sturnus vulgaris
442793,B,59,Germany,www.xeno-canto.org/442793/download,Sturnus vulgaris
442791,B,30,Germany,www.xeno-canto.org/442791/download,Sturnus vulgaris
417091,B,140,Russian Federation,www.xeno-canto.org/417091/download,Sturnus vulgaris
408221,B,34,France,www.xeno-canto.org/408221/download,Sturnus vulgaris
408220,B,28,France,www.xeno-canto.org/408220/download,Sturnus vulgaris
404967,B,47,United States,www.xeno-canto.org/404967/download,Sturnus vulgaris
395004,B,195,Canada,www.xeno-canto.org/395004/download,Sturnus vulgaris
387368,B,67,Ukraine,www.xeno-canto.org/387368/download,Sturnus vulgaris
378335,B,10,Denmark,www.xeno-canto.org/378335/download,Sturnus vulgaris
375116,B,6,Germany,www.xeno-canto.org/375116/download,Sturnus vulgaris
370707,B,38,South Africa,www.xeno-canto.org/370707/download,Sturnus vulgaris
369798,B,497,Germany,www.xeno-canto.org/369798/download,Sturnus vulgaris
367538,B,46,Sweden,www.xeno-canto.org/367538/download,Sturnus vulgaris
366693,B,58,Poland,www.xeno-canto.org/366693/download,Sturnus vulgaris
365087,B,52,France,www.xeno-canto.org/365087/download,Sturnus vulgaris
364768,B,162,Switzerland,www.xeno-canto.org/364768/download,Sturnus vulgaris
362646,B,100,United Kingdom,www.xeno-canto.org/362646/download,Sturnus vulgaris
361999,B,82,France,www.xeno-canto.org/361999/download,Sturnus vulgaris
361755,B,90,United States,www.xeno-canto.org/361755/download,Sturnus vulgaris
361485,B,150,United States,www.xeno-canto.org/361485/download,Sturnus vulgaris
361483,B,45,United States,www.xeno-canto.org/361483/download,Sturnus vulgaris
361482,B,32,United States,www.xeno-canto.org/361482/download,Sturnus vulgaris
358945,B,86,Netherlands,www.xeno-canto.org/358945/download,Sturnus vulgaris
348933,B,341,Mexico,www.xeno-canto.org/348933/download,Sturnus vulgaris
348932,B,289,Mexico,www.xeno-canto.org/348932/download,Sturnus vulgaris
348333,B,16,Switzerland,www.xeno-canto.org/348333/download,Sturnus vulgaris
331502,B,6,Denmark,www.xeno-canto.org/331502/download,Sturnus vulgaris
322540,B,132,Denmark,www.xeno-canto.org/322540/download,Sturnus vulgaris
321944,B,146,United States,www.xeno-canto.org/321944/download,Sturnus vulgaris
321476,B,16,Germany,www.xeno-canto.org/321476/download,Sturnus vulgaris
315191,B,12,United Kingdom,www.xeno-canto.org/315191/download,Sturnus vulgaris
314200,B,11,United Kingdom,www.xeno-canto.org/314200/download,Sturnus vulgaris
313553,B,127,Norway,www.xeno-canto.org/313553/download,Sturnus vulgaris
312822,B,58,Poland,www.xeno-canto.org/312822/download,Sturnus vulgaris
311946,B,10,Russian Federation,www.xeno-canto.org/311946/download,Sturnus vulgaris
311045,B,292,United States,www.xeno-canto.org/311045/download,Sturnus vulgaris
311043,B,120,United States,www.xeno-canto.org/311043/download,Sturnus vulgaris
308959,B,960,Sweden,www.xeno-canto.org/308959/download,Sturnus vulgaris
308955,B,621,Sweden,www.xeno-canto.org/308955/download,Sturnus vulgaris
306858,B,10,United States,www.xeno-canto.org/306858/download,Sturnus vulgaris
303053,B,143,Switzerland,www.xeno-canto.org/303053/download,Sturnus vulgaris
298381,B,16,France,www.xeno-canto.org/298381/download,Sturnus vulgaris
298112,B,19,France,www.xeno-canto.org/298112/download,Sturnus vulgaris
284736,B,33,Finland,www.xeno-canto.org/284736/download,Sturnus vulgaris
284154,B,19,Finland,www.xeno-canto.org/284154/download,Sturnus vulgaris
284151,B,23,Finland,www.xeno-canto.org/284151/download,Sturnus vulgaris
284150,B,10,Finland,www.xeno-canto.org/284150/download,Sturnus vulgaris
234593,B,30,Romania,www.xeno-canto.org/234593/download,Sturnus vulgaris
217589,B,8,Germany,www.xeno-canto.org/217589/download,Sturnus vulgaris
211955,B,35,Sweden,www.xeno-canto.org/211955/download,Sturnus vulgaris
210880,B,109,United States,www.xeno-canto.org/210880/download,Sturnus vulgaris
207305,B,148,New Zealand,www.xeno-canto.org/207305/download,Sturnus vulgaris
200099,B,37,France,www.xeno-canto.org/200099/download,Sturnus vulgaris
199315,B,64,Russian Federation,www.xeno-canto.org/199315/download,Sturnus vulgaris
197290,B,22,United States,www.xeno-canto.org/197290/download,Sturnus vulgaris
197289,B,21,United States,www.xeno-canto.org/197289/download,Sturnus vulgaris
178948,B,71,Italy,www.xeno-canto.org/178948/download,Sturnus vulgaris
177428,B,21,Germany,www.xeno-canto.org/177428/download,Sturnus vulgaris
175673,B,97,Russian Federation,www.xeno-canto.org/175673/download,Sturnus vulgaris
175666,B,74,Russian Federation,www.xeno-canto.org/175666/download,Sturnus vulgaris
175343,B,14,Netherlands,www.xeno-canto.org/175343/download,Sturnus vulgaris
175171,B,10,Russian Federation,www.xeno-canto.org/175171/download,Sturnus vulgaris
175168,B,6,Russian Federation,www.xeno-canto.org/175168/download,Sturnus vulgaris
175167,B,5,Russian Federation,www.xeno-canto.org/175167/download,Sturnus vulgaris
175164,B,10,Russian Federation,www.xeno-canto.org/175164/download,Sturnus vulgaris
172783,B,61,Poland,www.xeno-canto.org/172783/download,Sturnus vulgaris
172587,B,26,Germany,www.xeno-canto.org/172587/download,Sturnus vulgaris
168867,B,200,Canada,www.xeno-canto.org/168867/download,Sturnus vulgaris
168664,B,4,Poland,www.xeno-canto.org/168664/download,Sturnus vulgaris
165720,B,27,Switzerland,www.xeno-canto.org/165720/download,Sturnus vulgaris
163319,B,110,Turkey,www.xeno-canto.org/163319/download,Sturnus vulgaris
160398,B,48,Canada,www.xeno-canto.org/160398/download,Sturnus vulgaris
160024,B,107,Canada,www.xeno-canto.org/160024/download,Sturnus vulgaris
159854,B,34,Canada,www.xeno-canto.org/159854/download,Sturnus vulgaris
159853,B,196,Canada,www.xeno-canto.org/159853/download,Sturnus vulgaris
158905,B,50,United Kingdom,www.xeno-canto.org/158905/download,Sturnus vulgaris
157637,B,397,Canada,www.xeno-canto.org/157637/download,Sturnus vulgaris
127262,B,6,Poland,www.xeno-canto.org/127262/download,Sturnus vulgaris
121689,B,128,Poland,www.xeno-canto.org/121689/download,Sturnus vulgaris
118345,B,88,Luxembourg,www.xeno-canto.org/118345/download,Sturnus vulgaris
112899,B,33,Netherlands,www.xeno-canto.org/112899/download,Sturnus vulgaris
101496,B,41,Netherlands,www.xeno-canto.org/101496/download,Sturnus vulgaris
99077,B,43,Germany,www.xeno-canto.org/99077/download,Sturnus vulgaris
84829,B,48,France,www.xeno-canto.org/84829/download,Sturnus vulgaris
78343,B,63,France,www.xeno-canto.org/78343/download,Sturnus vulgaris
77093,B,119,Czech Republic,www.xeno-canto.org/77093/download,Sturnus vulgaris
70242,B,32,Netherlands,www.xeno-canto.org/70242/download,Sturnus vulgaris
66294,B,35,United Kingdom,www.xeno-canto.org/66294/download,Sturnus vulgaris
53097,B,48,Argentina,www.xeno-canto.org/53097/download,Sturnus vulgaris
46592,B,98,New Zealand,www.xeno-canto.org/46592/download,Sturnus vulgaris
40650,B,73,United Kingdom,www.xeno-canto.org/40650/download,Sturnus vulgaris
27996,B,56,United Kingdom,www.xeno-canto.org/27996/download,Sturnus vulgaris
540058,C,3,United Kingdom,www.xeno-canto.org/540058/download,Sturnus vulgaris
540056,C,3,United Kingdom,www.xeno-canto.org/540056/download,Sturnus vulgaris
539266,C,183,Spain,www.xeno-canto.org/539266/download,Sturnus vulgaris
534705,C,157,Poland,www.xeno-canto.org/534705/download,Sturnus vulgaris
533433,C,129,Germany,www.xeno-canto.org/533433/download,Sturnus vulgaris
533203,C,163,France,www.xeno-canto.org/533203/download,Sturnus vulgaris
513575,C,248,United Kingdom,www.xeno-canto.org/513575/download,Sturnus vulgaris
513574,C,315,United Kingdom,www.xeno-canto.org/513574/download,Sturnus vulgaris
513362,C,89,United Kingdom,www.xeno-canto.org/513362/download,Sturnus vulgaris
512512,C,15,Czech Republic,www.xeno-canto.org/512512/download,Sturnus vulgaris
506732,C,144,Germany,www.xeno-canto.org/506732/download,Sturnus vulgaris
506706,C,203,Germany,www.xeno-canto.org/506706/download,Sturnus vulgaris
506704,C,31,Germany,www.xeno-canto.org/506704/download,Sturnus vulgaris
495316,C,34,Russian Federation,www.xeno-canto.org/495316/download,Sturnus vulgaris
493341,C,875,United Kingdom,www.xeno-canto.org/493341/download,Sturnus vulgaris
491682,C,2370,United Kingdom,www.xeno-canto.org/491682/download,Sturnus vulgaris
462660,C,499,United Kingdom,www.xeno-canto.org/462660/download,Sturnus vulgaris
462659,C,303,United Kingdom,www.xeno-canto.org/462659/download,Sturnus vulgaris
452091,C,48,United States,www.xeno-canto.org/452091/download,Sturnus vulgaris
452090,C,309,United States,www.xeno-canto.org/452090/download,Sturnus vulgaris
451159,C,21,United Kingdom,www.xeno-canto.org/451159/download,Sturnus vulgaris
451158,C,33,United Kingdom,www.xeno-canto.org/451158/download,Sturnus vulgaris
447647,C,57,United Kingdom,www.xeno-canto.org/447647/download,Sturnus vulgaris
441835,C,480,United Kingdom,www.xeno-canto.org/441835/download,Sturnus vulgaris
